,hour,start_cell,end_cell,end,prob
92688,18.0,3,0,153,0.3333333333333333
92697,18.0,3,6,167,0.0476190476190476
92698,18.0,3,1,169,0.0689655172413793
92700,18.0,3,1,174,0.4137931034482758
92717,18.0,3,3,198,0.5135135135135136
92729,18.0,3,6,218,0.2380952380952381
92730,18.0,3,4,219,0.6666666666666666
92741,18.0,3,7,238,0.5
92764,18.0,3,0,277,0.3333333333333333
92769,18.0,3,1,285,0.2068965517241379
92775,18.0,4,9,18,1.0
92783,18.0,4,3,52,0.5
92791,18.0,4,1,70,0.25
92799,18.0,4,4,108,0.4761904761904762
92809,18.0,4,7,147,1.0
92810,18.0,4,8,148,1.0
92811,18.0,4,0,152,0.1666666666666666
92812,18.0,4,0,153,0.1666666666666666
92813,18.0,4,0,155,0.1666666666666666
92819,18.0,4,1,174,0.5
92823,18.0,4,3,198,0.5
92826,18.0,4,4,209,0.1428571428571428
92830,18.0,4,4,219,0.2380952380952381
92831,18.0,4,4,220,0.1428571428571428
92847,18.0,4,0,277,0.5
92850,18.0,4,1,285,0.25
92851,18.0,5,7,1,0.5
92855,18.0,5,9,14,0.3
92857,18.0,5,9,18,0.1
92861,18.0,5,9,28,0.1
92866,18.0,5,0,49,0.5
92869,18.0,5,1,70,0.5
92874,18.0,5,4,108,1.0
92875,18.0,5,7,115,0.5
92881,18.0,5,0,153,0.5
92884,18.0,5,9,165,0.5
92887,18.0,5,1,174,0.5
92890,18.0,5,5,191,0.5
92900,18.0,5,5,264,0.5
92906,18.0,6,3,0,0.0588235294117647
92907,18.0,6,7,1,0.25
92909,18.0,6,3,3,0.5294117647058824
92914,18.0,6,6,11,0.05
92915,18.0,6,6,12,0.25
92925,18.0,6,9,28,0.25
92937,18.0,6,6,55,0.05
92947,18.0,6,1,70,0.0289855072463768
92953,18.0,6,1,90,0.1014492753623188
92972,18.0,6,1,122,0.072463768115942
92973,18.0,6,8,124,1.0
92977,18.0,6,6,129,0.2
92979,18.0,6,3,132,0.1176470588235294
92990,18.0,6,0,153,0.1111111111111111
92991,18.0,6,0,155,0.3333333333333333
92996,18.0,6,9,165,0.75
92998,18.0,6,6,167,0.15
92999,18.0,6,1,169,0.0434782608695652
93000,18.0,6,1,174,0.681159420289855
93014,18.0,6,3,198,0.2941176470588235
93024,18.0,6,6,216,0.05
93026,18.0,6,6,218,0.25
93027,18.0,6,4,219,1.0
93037,18.0,6,7,238,0.75
93056,18.0,6,0,277,0.5555555555555556
93059,18.0,6,1,285,0.072463768115942
93062,18.0,7,3,0,0.25
93063,18.0,7,7,1,0.2857142857142857
93068,18.0,7,6,11,0.4
93070,18.0,7,9,14,0.0666666666666666
93072,18.0,7,9,18,0.2666666666666666
93078,18.0,7,9,28,0.1999999999999999
93088,18.0,7,0,49,0.1428571428571428
93089,18.0,7,6,55,0.2
93107,18.0,7,1,90,0.0714285714285714
93112,18.0,7,4,108,0.5
93115,18.0,7,7,115,0.2142857142857142
93118,18.0,7,1,122,0.1428571428571428
93121,18.0,7,3,132,0.25
93125,18.0,7,7,147,0.1428571428571428
93126,18.0,7,0,153,0.4285714285714285
93127,18.0,7,0,154,0.2142857142857142
93133,18.0,7,9,165,0.4666666666666667
93135,18.0,7,6,167,0.2
93136,18.0,7,1,169,0.1428571428571428
93137,18.0,7,1,174,0.3571428571428571
93149,18.0,7,3,198,0.5
93154,18.0,7,4,209,0.5
93156,18.0,7,6,218,0.2
93169,18.0,7,7,238,0.2857142857142857
93186,18.0,7,7,270,0.0714285714285714
93190,18.0,7,0,277,0.2142857142857142
93193,18.0,7,1,285,0.2857142857142857
93198,18.0,8,6,11,0.2
93199,18.0,8,9,18,0.5
93211,18.0,8,3,52,0.3333333333333333
93222,18.0,8,8,82,0.2307692307692307
93225,18.0,8,1,90,0.6
93227,18.0,8,2,97,1.0
93234,18.0,8,1,122,0.2
93235,18.0,8,8,124,0.4615384615384615
93239,18.0,8,8,137,0.0769230769230769
93243,18.0,8,8,148,0.2307692307692307
93249,18.0,8,9,165,0.5
93251,18.0,8,6,167,0.4
93252,18.0,8,1,169,0.2
93262,18.0,8,3,198,0.6666666666666666
93269,18.0,8,6,218,0.4
93291,18.0,9,3,0,0.2857142857142857
93292,18.0,9,7,1,0.3846153846153846
93294,18.0,9,3,3,0.1428571428571428
93300,18.0,9,6,11,0.1666666666666666
93301,18.0,9,6,12,0.0833333333333333
93303,18.0,9,9,14,0.1290322580645161
93304,18.0,9,9,18,0.3548387096774194
93311,18.0,9,9,28,0.1935483870967742
93324,18.0,9,3,52,0.2857142857142857
93333,18.0,9,1,70,0.25
93336,18.0,9,8,82,0.5
93339,18.0,9,1,90,0.125
93344,18.0,9,2,97,0.2857142857142857
93350,18.0,9,4,108,0.5
93352,18.0,9,7,115,0.1538461538461538
93358,18.0,9,1,122,0.1666666666666666
93359,18.0,9,8,124,0.5
93361,18.0,9,6,129,0.1666666666666666
93362,18.0,9,3,132,0.2857142857142857
93369,18.0,9,6,146,0.0833333333333333
93371,18.0,9,2,150,0.7142857142857142
93373,18.0,9,0,152,0.25
93374,18.0,9,0,153,0.25
93379,18.0,9,9,165,0.3225806451612903
93381,18.0,9,6,167,0.25
93382,18.0,9,1,169,0.0833333333333333
93383,18.0,9,1,174,0.3749999999999999
93401,18.0,9,6,218,0.25
93402,18.0,9,4,219,0.5
93413,18.0,9,7,238,0.4615384615384615
93425,18.0,9,5,264,1.0
93432,18.0,9,0,277,0.5
99066,19.0,0,7,1,0.2857142857142857
99071,19.0,0,9,18,0.1111111111111111
99077,19.0,0,9,28,0.6666666666666667
99088,19.0,0,0,49,0.0434782608695652
99098,19.0,0,1,70,0.25
99099,19.0,0,0,71,0.3478260869565217
99111,19.0,0,1,90,0.5
99119,19.0,0,4,108,0.25
99123,19.0,0,7,115,0.1428571428571428
99131,19.0,0,8,124,1.0
99134,19.0,0,6,129,0.4285714285714285
99142,19.0,0,2,150,1.0
99143,19.0,0,0,152,0.217391304347826
99144,19.0,0,0,153,0.217391304347826
99145,19.0,0,0,155,0.0869565217391304
99152,19.0,0,9,165,0.2222222222222222
99154,19.0,0,6,167,0.1428571428571428
99155,19.0,0,1,169,0.25
99171,19.0,0,3,198,1.0
99182,19.0,0,6,216,0.1428571428571428
99183,19.0,0,6,218,0.2857142857142857
99184,19.0,0,4,219,0.5
99185,19.0,0,4,220,0.25
99197,19.0,0,7,238,0.5714285714285714
99218,19.0,0,0,277,0.0869565217391304
99224,19.0,1,3,0,0.2666666666666666
99225,19.0,1,7,1,0.2857142857142857
99227,19.0,1,3,3,0.4666666666666667
99233,19.0,1,6,11,0.2142857142857142
99234,19.0,1,9,14,0.1666666666666666
99236,19.0,1,9,18,0.1666666666666666
99243,19.0,1,9,28,0.3333333333333333
99255,19.0,1,0,49,1.0
99256,19.0,1,3,52,0.1999999999999999
99268,19.0,1,1,70,0.131578947368421
99271,19.0,1,8,82,0.2857142857142857
99275,19.0,1,1,90,0.0789473684210526
99286,19.0,1,4,108,1.0
99295,19.0,1,1,122,0.1842105263157895
99296,19.0,1,8,124,0.4285714285714285
99299,19.0,1,6,129,0.2142857142857142
99301,19.0,1,3,132,0.0666666666666666
99312,19.0,1,6,146,0.1071428571428571
99313,19.0,1,8,148,0.2857142857142857
99319,19.0,1,9,165,0.3333333333333333
99321,19.0,1,6,167,0.0714285714285714
99322,19.0,1,1,169,0.131578947368421
99324,19.0,1,1,174,0.3421052631578947
99347,19.0,1,6,216,0.1785714285714285
99349,19.0,1,6,218,0.2142857142857142
99362,19.0,1,7,238,0.1428571428571428
99380,19.0,1,7,270,0.5714285714285714
99383,19.0,1,1,285,0.131578947368421
99392,19.0,2,9,28,0.5
99404,19.0,2,1,70,0.2
99405,19.0,2,8,82,0.375
99411,19.0,2,2,97,0.3333333333333333
99416,19.0,2,7,115,0.3333333333333333
99421,19.0,2,8,124,0.625
99429,19.0,2,2,150,0.6666666666666666
99433,19.0,2,9,165,0.5
99435,19.0,2,1,169,0.2
99437,19.0,2,1,174,0.6
99455,19.0,2,7,238,0.1666666666666666
99464,19.0,2,7,270,0.5
99470,19.0,3,3,0,0.1785714285714285
99471,19.0,3,7,1,0.4
99473,19.0,3,3,3,0.2857142857142857
99477,19.0,3,6,11,0.1666666666666666
99478,19.0,3,6,12,0.1666666666666666
99494,19.0,3,3,52,0.1785714285714285
99503,19.0,3,1,70,0.1538461538461538
99504,19.0,3,0,71,0.2857142857142857
99508,19.0,3,8,82,0.75
99513,19.0,3,1,90,0.1538461538461538
99524,19.0,3,7,115,0.2
99530,19.0,3,1,122,0.2307692307692307
99531,19.0,3,6,129,0.1666666666666666
99533,19.0,3,3,132,0.1428571428571428
99540,19.0,3,6,146,0.1666666666666666
99541,19.0,3,8,148,0.25
99542,19.0,3,0,152,0.1428571428571428
99543,19.0,3,0,155,0.2857142857142857
99549,19.0,3,6,167,0.1666666666666666
99550,19.0,3,1,174,0.3846153846153846
99563,19.0,3,3,198,0.2142857142857142
99575,19.0,3,6,218,0.1666666666666666
99576,19.0,3,4,219,1.0
99587,19.0,3,7,238,0.4
99608,19.0,3,0,277,0.2857142857142857
99612,19.0,3,1,285,0.0769230769230769
99616,19.0,4,9,18,1.0
99633,19.0,4,8,82,1.0
99639,19.0,4,4,108,0.5294117647058824
99645,19.0,4,0,152,0.3333333333333333
99646,19.0,4,0,153,0.3333333333333333
99647,19.0,4,0,155,0.3333333333333333
99650,19.0,4,1,174,0.8333333333333334
99655,19.0,4,4,219,0.411764705882353
99656,19.0,4,4,220,0.0588235294117647
99660,19.0,4,7,238,1.0
99670,19.0,4,1,285,0.1666666666666666
99673,19.0,5,9,14,0.3333333333333333
99674,19.0,5,9,18,0.1111111111111111
99680,19.0,5,9,28,0.3333333333333333
99687,19.0,5,1,90,0.5
99694,19.0,5,8,124,1.0
99698,19.0,5,2,150,1.0
99699,19.0,5,0,153,1.0
99702,19.0,5,9,165,0.2222222222222222
99704,19.0,5,1,169,0.5
99708,19.0,5,5,191,1.0
99722,19.0,6,3,3,0.5555555555555556
99727,19.0,6,6,11,0.2307692307692307
99728,19.0,6,6,12,0.3076923076923077
99742,19.0,6,3,52,0.1111111111111111
99753,19.0,6,1,70,0.0967741935483871
99756,19.0,6,8,82,0.4
99760,19.0,6,1,90,0.1290322580645161
99764,19.0,6,2,96,1.0
99775,19.0,6,1,122,0.1290322580645161
99778,19.0,6,6,129,0.0769230769230769
99785,19.0,6,6,146,0.0769230769230769
99786,19.0,6,7,147,0.25
99787,19.0,6,8,148,0.6
99788,19.0,6,0,152,0.3333333333333333
99793,19.0,6,6,167,0.0769230769230769
99794,19.0,6,1,174,0.5161290322580645
99805,19.0,6,3,198,0.3333333333333333
99815,19.0,6,6,216,0.0769230769230769
99817,19.0,6,6,218,0.1538461538461538
99828,19.0,6,7,238,0.75
99843,19.0,6,0,277,0.6666666666666666
99847,19.0,6,1,285,0.1290322580645161
99849,19.0,7,7,1,0.2272727272727272
99850,19.0,7,3,3,0.5
99855,19.0,7,6,12,1.0
99857,19.0,7,9,14,0.0909090909090909
99858,19.0,7,9,18,0.3636363636363636
99866,19.0,7,9,28,0.4545454545454545
99882,19.0,7,1,70,0.5
99884,19.0,7,8,82,0.5
99887,19.0,7,1,90,0.25
99895,19.0,7,7,115,0.2272727272727272
99898,19.0,7,8,124,0.5
99906,19.0,7,7,147,0.1363636363636363
99908,19.0,7,0,152,0.0769230769230769
99909,19.0,7,0,153,0.7692307692307693
99914,19.0,7,9,165,0.0909090909090909
99916,19.0,7,1,174,0.25
99927,19.0,7,3,198,0.5
99934,19.0,7,4,219,1.0
99944,19.0,7,7,238,0.3636363636363636
99958,19.0,7,5,264,1.0
99961,19.0,7,7,270,0.0454545454545454
99965,19.0,7,0,277,0.1538461538461538
99970,19.0,8,6,12,0.5
99989,19.0,8,1,70,0.3333333333333333
99991,19.0,8,8,82,0.625
99996,19.0,8,2,97,1.0
100004,19.0,8,6,129,0.5
100008,19.0,8,8,148,0.375
100011,19.0,8,1,169,0.3333333333333333
100012,19.0,8,1,174,0.3333333333333333
100029,19.0,8,7,238,0.5
100038,19.0,8,7,270,0.5
100041,19.0,9,7,1,0.1111111111111111
100046,19.0,9,6,12,0.5
100048,19.0,9,9,14,0.0555555555555555
100049,19.0,9,9,18,0.2222222222222222
100055,19.0,9,9,28,0.2222222222222222
100061,19.0,9,3,52,1.0
100068,19.0,9,1,70,0.2222222222222222
100071,19.0,9,1,90,0.4444444444444445
100077,19.0,9,2,96,0.3333333333333333
100078,19.0,9,2,97,0.3333333333333333
100083,19.0,9,7,115,0.1666666666666666
100090,19.0,9,8,124,1.0
100092,19.0,9,6,129,0.25
100101,19.0,9,2,150,0.3333333333333333
100102,19.0,9,0,152,0.4285714285714285
100103,19.0,9,0,153,0.4285714285714285
100104,19.0,9,0,154,0.1428571428571428
100108,19.0,9,9,165,0.5
100110,19.0,9,6,167,0.25
100112,19.0,9,1,174,0.3333333333333333
100122,19.0,9,5,191,0.3333333333333333
100139,19.0,9,7,238,0.0555555555555555
100151,19.0,9,5,264,0.6666666666666666
100155,19.0,9,7,270,0.6666666666666666
105068,20.0,0,7,1,0.5
105073,20.0,0,9,14,0.1
105074,20.0,0,9,18,0.2
105080,20.0,0,9,28,0.2
105093,20.0,0,6,55,0.1428571428571428
105099,20.0,0,1,70,0.2222222222222222
105100,20.0,0,0,71,0.04
105105,20.0,0,8,82,0.5
105110,20.0,0,1,90,0.1111111111111111
105119,20.0,0,4,108,0.8
105123,20.0,0,7,115,0.1666666666666666
105130,20.0,0,1,122,0.2222222222222222
105134,20.0,0,6,129,0.5714285714285714
105139,20.0,0,6,146,0.1428571428571428
105140,20.0,0,8,148,0.5
105141,20.0,0,0,152,0.24
105142,20.0,0,0,153,0.24
105143,20.0,0,0,155,0.24
105150,20.0,0,9,165,0.5
105153,20.0,0,1,174,0.3333333333333333
105171,20.0,0,6,218,0.1428571428571428
105172,20.0,0,4,220,0.2
105181,20.0,0,7,238,0.3333333333333333
105199,20.0,0,0,277,0.24
105202,20.0,0,1,285,0.1111111111111111
105204,20.0,1,7,1,0.5
105206,20.0,1,3,3,0.25
105212,20.0,1,6,11,0.3125
105214,20.0,1,9,18,0.3333333333333333
105222,20.0,1,9,28,0.3333333333333333
105235,20.0,1,0,49,0.2
105236,20.0,1,3,52,0.5
105237,20.0,1,6,55,0.0625
105248,20.0,1,1,70,0.075
105254,20.0,1,1,90,0.2
105258,20.0,1,2,97,0.5
105264,20.0,1,4,108,0.2
105272,20.0,1,1,122,0.175
105273,20.0,1,8,124,0.75
105284,20.0,1,6,146,0.25
105285,20.0,1,8,148,0.25
105287,20.0,1,2,150,0.5
105289,20.0,1,0,153,0.2
105296,20.0,1,9,165,0.3333333333333333
105298,20.0,1,6,167,0.125
105299,20.0,1,1,169,0.075
105300,20.0,1,1,174,0.3749999999999999
105313,20.0,1,5,191,1.0
105316,20.0,1,3,198,0.25
105324,20.0,1,4,209,0.8
105328,20.0,1,6,216,0.0625
105330,20.0,1,6,218,0.1875
105344,20.0,1,7,238,0.5
105365,20.0,1,0,277,0.6
105368,20.0,1,1,285,0.1
105374,20.0,2,9,18,0.6
105395,20.0,2,8,82,0.25
105398,20.0,2,1,90,0.3333333333333333
105401,20.0,2,2,96,0.3333333333333333
105409,20.0,2,1,122,0.1111111111111111
105416,20.0,2,8,148,0.75
105418,20.0,2,2,150,0.6666666666666666
105420,20.0,2,0,155,1.0
105422,20.0,2,9,165,0.4
105423,20.0,2,1,169,0.2222222222222222
105424,20.0,2,1,174,0.2222222222222222
105449,20.0,2,7,270,1.0
105450,20.0,2,1,285,0.1111111111111111
105453,20.0,3,3,0,0.1333333333333333
105455,20.0,3,3,3,0.5333333333333333
105462,20.0,3,9,18,0.3333333333333333
105468,20.0,3,9,28,0.3333333333333333
105486,20.0,3,1,70,0.1176470588235294
105487,20.0,3,0,71,0.2
105492,20.0,3,8,82,1.0
105503,20.0,3,4,108,0.1428571428571428
105507,20.0,3,7,115,0.2307692307692307
105512,20.0,3,1,122,0.1764705882352941
105514,20.0,3,6,129,0.2222222222222222
105523,20.0,3,6,146,0.1111111111111111
105524,20.0,3,0,152,0.4
105525,20.0,3,0,155,0.2
105530,20.0,3,9,165,0.3333333333333333
105532,20.0,3,6,167,0.3333333333333333
105533,20.0,3,1,169,0.1176470588235294
105534,20.0,3,1,174,0.2941176470588235
105550,20.0,3,3,198,0.3333333333333333
105561,20.0,3,6,216,0.2222222222222222
105563,20.0,3,6,218,0.1111111111111111
105564,20.0,3,4,219,0.8571428571428571
105574,20.0,3,7,238,0.7692307692307693
105595,20.0,3,0,277,0.2
105598,20.0,3,1,285,0.2941176470588235
105601,20.0,4,3,0,0.125
105606,20.0,4,3,52,0.125
105620,20.0,4,4,108,0.4166666666666667
105626,20.0,4,3,132,0.375
105627,20.0,4,0,153,0.4
105628,20.0,4,0,155,0.6
105637,20.0,4,3,198,0.375
105638,20.0,4,4,209,0.1666666666666666
105639,20.0,4,4,219,0.1666666666666666
105640,20.0,4,4,220,0.25
105660,20.0,5,9,14,0.2
105662,20.0,5,9,18,0.1
105667,20.0,5,9,28,0.5
105676,20.0,5,7,147,0.5
105678,20.0,5,9,165,0.2
105682,20.0,5,5,191,0.5
105688,20.0,5,7,238,0.5
105694,20.0,5,5,264,0.5
105699,20.0,6,7,1,0.75
105701,20.0,6,3,3,0.3076923076923077
105706,20.0,6,6,11,0.0714285714285714
105707,20.0,6,6,12,0.0714285714285714
105709,20.0,6,9,18,0.3333333333333333
105716,20.0,6,9,28,0.3333333333333333
105725,20.0,6,3,52,0.3846153846153846
105726,20.0,6,6,55,0.2857142857142857
105738,20.0,6,1,70,0.074074074074074
105742,20.0,6,8,82,1.0
105745,20.0,6,1,90,0.1481481481481481
105751,20.0,6,2,97,0.5
105765,20.0,6,6,129,0.2857142857142857
105776,20.0,6,6,146,0.1428571428571428
105777,20.0,6,2,150,0.5
105782,20.0,6,9,165,0.3333333333333333
105783,20.0,6,6,167,0.1428571428571428
105784,20.0,6,1,169,0.037037037037037
105785,20.0,6,1,174,0.5925925925925926
105799,20.0,6,3,198,0.3076923076923077
105803,20.0,6,4,209,0.6666666666666666
105809,20.0,6,4,220,0.3333333333333333
105821,20.0,6,7,238,0.25
105843,20.0,6,0,277,1.0
105846,20.0,6,1,285,0.1481481481481481
105849,20.0,7,3,0,0.5
105850,20.0,7,7,1,0.04
105852,20.0,7,3,3,0.5
105858,20.0,7,6,11,1.0
105861,20.0,7,9,18,0.5454545454545454
105868,20.0,7,9,28,0.2727272727272727
105886,20.0,7,1,70,0.1428571428571428
105891,20.0,7,8,82,0.4615384615384615
105902,20.0,7,7,115,0.08
105909,20.0,7,1,122,0.2857142857142857
105911,20.0,7,8,124,0.0769230769230769
105916,20.0,7,7,147,0.2
105917,20.0,7,8,148,0.4615384615384615
105918,20.0,7,0,153,0.5625
105919,20.0,7,0,154,0.0625
105920,20.0,7,0,155,0.3125
105925,20.0,7,9,165,0.1818181818181818
105927,20.0,7,1,169,0.1428571428571428
105929,20.0,7,1,174,0.2857142857142857
105943,20.0,7,5,191,1.0
105949,20.0,7,4,209,0.4285714285714285
105952,20.0,7,4,219,0.5714285714285714
105964,20.0,7,7,238,0.52
105980,20.0,7,7,270,0.16
105983,20.0,7,0,277,0.0625
105985,20.0,7,1,285,0.1428571428571428
105987,20.0,8,7,1,1.0
105991,20.0,8,9,18,1.0
105999,20.0,8,6,55,0.25
106005,20.0,8,1,70,0.3333333333333333
106007,20.0,8,8,82,0.4166666666666667
106014,20.0,8,8,124,0.3333333333333333
106016,20.0,8,6,129,0.25
106018,20.0,8,8,137,0.0833333333333333
106020,20.0,8,8,148,0.1666666666666666
106023,20.0,8,6,167,0.25
106024,20.0,8,1,169,0.3333333333333333
106034,20.0,8,6,218,0.25
106053,20.0,8,1,285,0.3333333333333333
106055,20.0,9,7,1,0.1764705882352941
106057,20.0,9,3,3,1.0
106062,20.0,9,9,14,0.1363636363636363
106063,20.0,9,9,18,0.4545454545454545
106070,20.0,9,9,28,0.2727272727272727
106088,20.0,9,1,90,0.375
106099,20.0,9,7,115,0.1764705882352941
106110,20.0,9,7,147,0.0588235294117647
106112,20.0,9,0,152,0.4285714285714285
106113,20.0,9,0,153,0.4285714285714285
106114,20.0,9,0,155,0.1428571428571428
106120,20.0,9,9,165,0.1363636363636363
106121,20.0,9,6,167,1.0
106122,20.0,9,1,169,0.125
106123,20.0,9,1,174,0.5
106149,20.0,9,7,238,0.1176470588235294
106164,20.0,9,7,270,0.4705882352941176
110723,21.0,0,3,0,0.3333333333333333
110724,21.0,0,7,1,0.2727272727272727
110728,21.0,0,9,14,0.1666666666666666
110729,21.0,0,9,18,0.3333333333333333
110735,21.0,0,9,28,0.1666666666666666
110747,21.0,0,0,49,0.0714285714285714
110767,21.0,0,4,108,0.6666666666666666
110770,21.0,0,7,115,0.1818181818181818
110775,21.0,0,6,129,0.3333333333333333
110780,21.0,0,8,137,1.0
110782,21.0,0,6,146,0.3333333333333333
110783,21.0,0,7,147,0.0909090909090909
110784,21.0,0,0,152,0.2857142857142857
110785,21.0,0,0,153,0.3571428571428571
110786,21.0,0,0,155,0.1428571428571428
110793,21.0,0,9,165,0.3333333333333333
110795,21.0,0,6,167,0.3333333333333333
110796,21.0,0,1,169,0.4
110797,21.0,0,1,174,0.4
110807,21.0,0,3,198,0.6666666666666666
110816,21.0,0,4,220,0.3333333333333333
110827,21.0,0,7,238,0.4545454545454545
110846,21.0,0,0,277,0.1428571428571428
110849,21.0,0,1,285,0.2
110851,21.0,1,3,0,0.6666666666666666
110856,21.0,1,9,14,0.125
110858,21.0,1,9,18,0.125
110866,21.0,1,9,28,0.125
110883,21.0,1,1,70,0.1052631578947368
110886,21.0,1,8,82,0.5714285714285714
110890,21.0,1,1,90,0.1578947368421052
110904,21.0,1,7,115,0.25
110908,21.0,1,1,122,0.2631578947368421
110909,21.0,1,8,124,0.4285714285714285
110911,21.0,1,6,129,0.4
110920,21.0,1,7,147,0.5
110921,21.0,1,0,153,0.2857142857142857
110922,21.0,1,0,155,0.1428571428571428
110928,21.0,1,9,165,0.625
110930,21.0,1,6,167,0.4
110931,21.0,1,1,169,0.1052631578947368
110933,21.0,1,1,174,0.3157894736842105
110946,21.0,1,3,198,0.3333333333333333
110956,21.0,1,6,218,0.2
110966,21.0,1,7,238,0.25
110986,21.0,1,0,277,0.5714285714285714
110989,21.0,1,1,285,0.0526315789473684
110996,21.0,2,9,18,0.1818181818181818
110999,21.0,2,9,28,0.0909090909090909
111014,21.0,2,8,82,0.4
111018,21.0,2,1,90,0.2
111020,21.0,2,2,97,0.75
111025,21.0,2,8,124,0.2
111033,21.0,2,8,148,0.4
111034,21.0,2,2,150,0.25
111036,21.0,2,9,165,0.7272727272727273
111038,21.0,2,1,169,0.2
111039,21.0,2,1,174,0.6
111062,21.0,3,3,0,0.0588235294117647
111064,21.0,3,3,3,0.1764705882352941
111069,21.0,3,6,11,0.0833333333333333
111070,21.0,3,6,12,0.0833333333333333
111071,21.0,3,9,18,1.0
111082,21.0,3,3,52,0.1176470588235294
111092,21.0,3,1,70,0.1333333333333333
111095,21.0,3,8,82,0.75
111108,21.0,3,4,108,0.6
111115,21.0,3,1,122,0.1333333333333333
111118,21.0,3,6,129,0.4166666666666667
111119,21.0,3,3,132,0.0588235294117647
111128,21.0,3,6,146,0.0833333333333333
111129,21.0,3,8,148,0.25
111130,21.0,3,0,152,0.1428571428571428
111131,21.0,3,0,153,0.1428571428571428
111132,21.0,3,0,155,0.7142857142857142
111136,21.0,3,3,162,0.0588235294117647
111139,21.0,3,6,167,0.0833333333333333
111140,21.0,3,1,169,0.3999999999999999
111142,21.0,3,1,174,0.3333333333333333
111153,21.0,3,5,191,1.0
111157,21.0,3,3,198,0.5294117647058824
111165,21.0,3,6,216,0.0833333333333333
111167,21.0,3,6,218,0.1666666666666666
111168,21.0,3,4,219,0.4
111179,21.0,3,7,238,1.0
111200,21.0,4,3,0,0.75
111201,21.0,4,3,3,0.125
111202,21.0,4,9,18,1.0
111211,21.0,4,1,70,1.0
111214,21.0,4,8,82,1.0
111217,21.0,4,4,108,0.5714285714285714
111224,21.0,4,0,153,0.5
111225,21.0,4,0,155,0.5
111232,21.0,4,3,198,0.125
111235,21.0,4,4,219,0.2857142857142857
111236,21.0,4,4,220,0.1428571428571428
111242,21.0,4,7,270,1.0
111246,21.0,5,7,1,1.0
111248,21.0,5,9,14,0.25
111249,21.0,5,9,18,0.5
111250,21.0,5,9,28,0.125
111262,21.0,5,8,137,1.0
111264,21.0,5,9,165,0.125
111274,21.0,5,1,285,1.0
111275,21.0,6,7,1,0.5
111277,21.0,6,3,3,0.375
111282,21.0,6,6,12,0.0769230769230769
111283,21.0,6,9,18,0.3333333333333333
111289,21.0,6,9,28,0.3333333333333333
111301,21.0,6,3,52,0.5
111309,21.0,6,1,70,0.0384615384615384
111314,21.0,6,8,82,0.3333333333333333
111318,21.0,6,1,90,0.0384615384615384
111332,21.0,6,7,115,0.25
111336,21.0,6,8,124,0.3333333333333333
111337,21.0,6,6,129,0.1538461538461538
111347,21.0,6,6,146,0.1538461538461538
111348,21.0,6,8,148,0.3333333333333333
111349,21.0,6,0,153,0.5
111356,21.0,6,9,165,0.3333333333333333
111358,21.0,6,6,167,0.3076923076923077
111359,21.0,6,1,169,0.1153846153846153
111362,21.0,6,1,174,0.6538461538461539
111375,21.0,6,3,198,0.125
111385,21.0,6,6,216,0.1538461538461538
111387,21.0,6,6,218,0.1538461538461538
111388,21.0,6,4,219,1.0
111400,21.0,6,7,238,0.25
111417,21.0,6,0,277,0.5
111421,21.0,6,1,285,0.1538461538461538
111424,21.0,7,3,0,1.0
111425,21.0,7,7,1,0.4
111430,21.0,7,9,18,0.25
111435,21.0,7,9,28,0.25
111450,21.0,7,1,70,0.125
111453,21.0,7,8,82,1.0
111456,21.0,7,1,90,0.375
111462,21.0,7,7,115,0.1
111468,21.0,7,6,129,0.5
111472,21.0,7,7,147,0.1
111473,21.0,7,0,152,0.2
111474,21.0,7,0,153,0.3
111475,21.0,7,0,155,0.5
111480,21.0,7,9,165,0.5
111482,21.0,7,6,167,0.5
111484,21.0,7,1,174,0.25
111505,21.0,7,7,238,0.4
111523,21.0,7,1,285,0.25
111536,21.0,8,3,52,0.5
111541,21.0,8,1,70,0.3333333333333333
111542,21.0,8,8,82,0.8
111545,21.0,8,2,97,1.0
111549,21.0,8,1,122,0.3333333333333333
111556,21.0,8,8,148,0.2
111559,21.0,8,1,174,0.3333333333333333
111565,21.0,8,3,198,0.5
111586,21.0,9,7,1,0.5
111591,21.0,9,9,14,0.0769230769230769
111592,21.0,9,9,18,0.2307692307692307
111599,21.0,9,9,28,0.0769230769230769
111615,21.0,9,1,70,0.0909090909090909
111617,21.0,9,8,82,0.25
111619,21.0,9,1,90,0.0909090909090909
111624,21.0,9,4,108,1.0
111626,21.0,9,7,115,0.375
111627,21.0,9,1,122,0.0909090909090909
111628,21.0,9,8,124,0.75
111637,21.0,9,0,152,0.5714285714285714
111638,21.0,9,0,153,0.4285714285714285
111642,21.0,9,9,165,0.6153846153846154
111643,21.0,9,6,167,1.0
111644,21.0,9,1,169,0.0909090909090909
111645,21.0,9,1,174,0.5454545454545454
111651,21.0,9,3,198,1.0
111663,21.0,9,7,238,0.125
111676,21.0,9,1,285,0.0909090909090909
115491,22.0,0,7,1,0.3333333333333333
115492,22.0,0,3,3,1.0
115494,22.0,0,6,12,1.0
115500,22.0,0,9,28,0.5
115512,22.0,0,1,70,0.25
115513,22.0,0,0,71,0.2
115520,22.0,0,4,108,0.5
115522,22.0,0,7,115,0.6666666666666666
115528,22.0,0,0,153,0.4
115533,22.0,0,9,165,0.5
