,name,start_station_id,longitude,latitude,start_level
191,ROLF WICKSTRØMS VEI,601,10.757724100001646,59.95341140000555,6
192,ROSTOCKGATA,2315,10.760310545807537,59.90691254038476,6
193,RUSELØKKGÅRDEN,449,10.726382651348906,59.91353979645427,6
194,RÅDHUSBRYGGE 4,494,10.730376600011358,59.91084690007553,0
195,RÅDHUSBRYGGE 4,507,10.764162,59.919179,6
196,RÅDHUSBRYGGE 4,589,10.675096,59.898126,6
197,RÅDHUSGATA,481,10.736215000001035,59.91092399999186,6
198,SAGA KINO,390,10.732803587614086,59.91416161526121,6
199,SAGENE BUSSHOLDEPLASS,407,10.7516480000002,59.93774299998878,6
200,SALT,616,10.746575246555448,59.90691473709527,6
201,SCHIVES GATE,613,10.71405514257317,59.92089616529526,6
202,SCHOUS PLASS,401,10.76062899999778,59.92025899999648,6
203,SCHOUS PLASS,423,10.760804000007253,59.92033499995107,6
204,SCHOUS PLASS TRIKKESTOPP,463,10.759485699995071,59.92072839997526,6
205,SENTRUM SCENE,437,10.751126762620268,59.915471402214244,6
206,SINSEN T BANE,614,10.780561515745857,59.93884855909085,6
207,SINSENVEIEN,415,10.78105299999898,59.929542000012994,6
208,SIRKUSTOMTA,497,10.774712000004017,59.919252000025345,6
209,SJØLYST,445,10.676659999998321,59.92167299998821,6
210,SJØSIDEN VED FONTENEN,392,10.751698750998946,59.91018085263209,6
211,SJØSIDEN VED TRAPPEN,443,10.751944156174464,59.91015997915781,6
212,SJØSIDEN VEST,392,10.751398075364758,59.9101790459662,6
213,SJØSIDEN ØST,443,10.751824000002745,59.91017799999305,6
214,SKARPSNOPARKEN,595,10.701037000000024,59.91487099999091,6
215,SKILLEBEKK,468,10.710115137789785,59.91277452606464,6
216,SKIPPERGATA,547,10.74819759999949,59.91122269999988,6
217,SKOVVEIEN,388,10.716348999996287,59.91633090002626,6
218,SKRÅNINGA,553,10.747466699999508,59.91397859996042,6
219,SKØYEN,572,10.679640147728612,59.922260299288475,6
220,SKØYEN STASJON,627,10.67871694485845,59.92269900581164,6
221,SLEMDALSVEIEN,386,10.714777999997063,59.93059600001513,0
222,SLOTTSPARKEN ØST,562,10.732128000002808,59.91748500001538,6
223,SOFIENBERGGATA,514,10.769989199996047,59.9212062999807,6
224,SOFIENBERGPARKEN NORD,598,10.766171000009585,59.923229000030915,6
225,SOFIENBERGPARKEN NORDVEST,493,10.761585799992053,59.924363899978715,6
226,SOFIENBERGPARKEN SØR,455,10.761750300001898,59.9223370000204,6
227,SOGNSVEIEN,575,10.732526713675993,59.94744842799911,6
228,SOMMERFRYDHAGEN,485,10.77607199999919,59.91145300002255,6
229,SOTAHJØRNET,610,10.79144820000283,59.90998220001147,6
230,SPIKERSUPPA VEST,430,10.735845037229089,59.913757774322235,6
231,SPIKERSUPPA ØST,625,10.737663000005101,59.91335999998366,6
232,ST HANSHAUGEN,422,10.74054200000462,59.923702999975404,0
233,ST HANSHAUGEN PARK NORD,470,10.743533816564348,59.92978707433634,6
234,ST HANSHAUGEN PARK SØR,432,10.73990899999806,59.924820999991645,6
235,ST HANSHAUGEN PARK VEST,391,10.738463399994272,59.926870600030725,6
236,ST OLAVS GATE,537,10.738608602526105,59.9179753075575,6
237,STAVANGERGATA,582,10.750715035622706,59.94113365144524,6
238,STENSGATA,382,10.73283900000217,59.92960342637342,6
239,STENSPARKEN,462,10.730981000000591,59.927140000029055,6
240,STJERNEPLASSEN,2330,10.749958763650529,59.9132331660657,6
241,STOCKFLETHS GATE,606,10.752102900002189,59.93397540000891,6
242,STORGATA,419,10.751824000001994,59.914125200008705,0
243,STORO STORSENTER,397,10.77382683525295,59.946705381868526,6
244,STORTINGSTUNELLEN,1101,10.737365277560636,59.91065301806376,6
245,STUDENTERLUNDEN,387,10.735453000001066,59.91458599997855,6
246,STUDENTPARLAMENTET,469,10.733356999997202,59.92085199999469,6
247,SUHMS GATE,451,10.726194999997508,59.92941900001887,6
248,SUKKERBITEN,464,10.753697381684598,59.9055018399351,6
249,SØNDRE GATE,385,10.757867000004508,59.91863200003437,6
250,SØRVEST FOR SLOTTSPARKEN,533,10.725315699999399,59.9152619999958,6
251,TANNLEGEHØYSKOLEN,416,10.74147499999902,59.93238300001026,6
252,THE HUB,2328,10.750910185808355,59.912522370230896,6
253,THERESES GATE,550,10.731035499998738,59.926146199996175,6
254,THOMAS HEFTYES PLASS,519,10.703904355761479,59.91856309307141,6
255,THUNE,429,10.68588000000177,59.9220800000083,6
256,TIEDEMANNSPARKEN,2340,10.793539457902584,59.92024697048753,6
257,TJUVHOLMEN,479,10.722508999993348,59.90946700004078,6
258,TORDENSKIOLDS GATE,573,10.735145737931823,59.91178383463758,6
259,TORGGATA,489,10.751595060166732,59.91599530888757,6
260,TORSHOVDALEN ØST,621,10.777573418407263,59.93284048746165,6
261,TORSHOVPARKEN VEST,488,10.76915000000014,59.935070000000614,6
262,TRELASTGATA,552,10.762591357086931,59.9079889028862,6
263,TRONDHEIMSVEIEN,457,10.771719200003817,59.92305770002057,6
264,TÅSEN SENTER,554,10.751164999997538,59.95265899998449,6
265,TÅSENLØKKA,517,10.748284800002976,59.94339389999166,0
266,TØYEN SKOLE,408,10.77397699999541,59.91494299995241,6
267,TØYENBEKKEN,523,10.761773600001215,59.9115944999807,6
268,TØYENPARKEN,377,10.777566500000713,59.91566699999427,6
269,UELANDS GATE,399,10.748986199995183,59.92954499998323,6
270,ULLEVÅL SYKEHUS,502,10.736451599995712,59.93603070004179,6
271,ULLEVÅLSALLÉEN,466,10.730479999998751,59.937913000001494,6
272,ULLEVÅLSVEIEN,518,10.739504500001072,59.924685199984836,6
273,ULVEN TORG,2309,10.811659064487579,59.92491182378033,6
274,UNIVERSITETSGATA,2337,10.737834990277397,59.91591543378443,6
275,URANIENBORGPARKEN,417,10.720896000003975,59.92248499998985,6
276,URANIENBORGVEIEN,535,10.726634000002495,59.920042099959794,6
277,VALKYRIEPLASSEN,459,10.718419999999464,59.928131900004274,6
278,VATERLANDSPARKEN,495,10.757334442691729,59.91352112565492,6
279,VATERLANDSPARKEN II,491,10.757319799999655,59.913645799999394,6
280,VESTKANTTORVET,436,10.713069099997984,59.92440310002089,6
281,VIA VIKA,2329,10.727170827087189,59.91271286014493,6
282,VIPPETANGEN VEST,452,10.74062699999854,59.90398900001155,6
283,VIPPETANGEN ØST,441,10.741076999999015,59.9039890000096,6
284,VOLVAT,524,10.703986830692175,59.93309002618586,6
285,VULKAN,442,10.751010000006099,59.92250999995857,6
286,VÅLERENGA,461,10.78685600000199,59.908576000008736,6
287,VÅR FRELSERS GRAVLUND,384,10.743764621872618,59.91944043984744,6
288,VÅR FRELSERS GRAVLUND SØR,384,10.743828999996426,59.919462999955705,6
289,ØKERN PORTAL,2306,10.801890966655007,59.93093395951396,6
290,ØKERNVEIEN,605,10.779915999999545,59.916737599997006,6
