model,n_stations,solution_method,spatial_simplification,ode_method,stations_per_cell,delta_t_ratio_or_epsilon,delta_t_or_n_iterations,time,std_time,error_sum_metric,error_max_metric
35,13,discrete_step,none,BDF,5,0.05,0.221999665566421,0.581671828999788,0.547733209999933,0.00705043896302164,0.00398190779555712
35,13,discrete_step,none,BDF,5,0.025,0.11099983278321,0.984474274000604,0.547733209999933,0.00972028787231049,0.00587144835549039
36,11,discrete_step,none,RK45,5,0.1,0.46534134267239,0.257254291000208,0.197430929999427,0.00995213276479381,0.00491147193194554
36,11,discrete_step,none,RK45,5,0.05,0.232670671336195,0.265150602000176,0.197430929999427,0.00743320765718225,0.00358548803813128
36,11,discrete_step,none,RK45,5,0.025,0.116335335668097,0.294302391000201,0.197430929999427,0.00964705132836288,0.00460087460527735
36,11,discrete_step,none,BDF,5,0.1,0.46534134267239,0.263070400000288,0.0873641889993451,0.0100002941521261,0.00491959481355093
36,11,discrete_step,none,BDF,5,0.05,0.232670671336195,0.386183933000211,0.0873641889993451,0.00790441878362855,0.00362926888749222
36,11,discrete_step,none,BDF,5,0.025,0.116335335668097,0.653516907999801,0.0873641889993451,0.00992207798282787,0.00472023762986532
37,14,discrete_step,none,RK45,5,0.1,0.400836439777993,0.369187915000111,0.301892208000027,0.0111234307228011,0.00479173742633263
37,14,discrete_step,none,RK45,5,0.05,0.200418219888996,0.403245534999769,0.301892208000027,0.00654032589337685,0.00312171414099735
37,14,discrete_step,none,RK45,5,0.025,0.100209109944498,0.471312308000051,0.301892208000027,0.00793823209100315,0.00389092828828941
37,14,discrete_step,none,BDF,5,0.1,0.400836439777993,0.412802721999469,0.419762176000404,0.0111331351442162,0.00478877264433724
37,14,discrete_step,none,BDF,5,0.05,0.200418219888996,0.648092964999705,0.419762176000404,0.00670233256485256,0.00314771072308518
37,14,discrete_step,none,BDF,5,0.025,0.100209109944498,1.11707832899992,0.419762176000404,0.00821187721771283,0.00393562247826207
38,14,discrete_step,none,RK45,5,0.1,0.410162217497522,0.374451657000463,0.283320673000162,0.0125130489527274,0.00584161098319126
38,14,discrete_step,none,RK45,5,0.05,0.205081108748761,0.433879676000288,0.283320673000162,0.00746569132994956,0.0034171822802725
38,14,discrete_step,none,RK45,5,0.025,0.10254055437438,0.477207655999337,0.283320673000162,0.00939657652016384,0.00440064680378744
38,14,discrete_step,none,BDF,5,0.1,0.410162217497522,0.472989934999532,0.394625687000371,0.0125600068891715,0.00583524406858155
38,14,discrete_step,none,BDF,5,0.05,0.205081108748761,0.696896155000104,0.394625687000371,0.00765161251888452,0.00345920441996721
38,14,discrete_step,none,BDF,5,0.025,0.10254055437438,1.20014429500043,0.394625687000371,0.00955436829468684,0.00435159265346285
39,12,discrete_step,none,RK45,5,0.1,0.405756762915856,0.235835314999349,0.220394613000281,0.00581425047448039,0.00332047024281751
39,12,discrete_step,none,RK45,5,0.05,0.202878381457928,0.264844547000393,0.220394613000281,0.00617875557007168,0.00393393486161515
39,12,discrete_step,none,RK45,5,0.025,0.101439190728964,0.321561311000551,0.220394613000281,0.0102536707060767,0.00668173464011822
39,12,discrete_step,none,BDF,5,0.1,0.405756762915856,3.9578794049994,1.96921764200033,0.00585917199129629,0.00333853260419475
39,12,discrete_step,none,BDF,5,0.05,0.202878381457928,4.1377649850001,1.96921764200033,0.00631907066370065,0.00396082328922647
39,12,discrete_step,none,BDF,5,0.025,0.101439190728964,3.57660339700033,1.96921764200033,0.0104515052881672,0.00671984946195623
40,13,discrete_step,none,RK45,5,0.1,0.388962738660395,0.336666874000002,0.305394377000084,0.00863787417491896,0.00396988272140082
40,13,discrete_step,none,RK45,5,0.05,0.194481369330198,0.420793840999977,0.305394377000084,0.00580152613515687,0.00311317159839818
40,13,discrete_step,none,RK45,5,0.025,0.0972406846650988,0.402946084000178,0.305394377000084,0.00824147766953007,0.00402826591875149
40,13,discrete_step,none,BDF,5,0.1,0.388962738660395,0.415202213000157,0.319967571999769,0.00869737754291247,0.00399067126430136
40,13,discrete_step,none,BDF,5,0.05,0.194481369330198,0.598777494999922,0.319967571999769,0.00601010409822155,0.00317872232582779
40,13,discrete_step,none,BDF,5,0.025,0.0972406846650988,1.0627737800005,0.319967571999769,0.00840454347757802,0.00410059102053484
41,11,discrete_step,none,RK45,5,0.1,0.406901356714602,0.246346440000707,0.194322018999628,0.00416814524369233,0.00226661939990859
41,11,discrete_step,none,RK45,5,0.05,0.203450678357301,0.280295249000119,0.194322018999628,0.00343389981382734,0.00242788225557457
41,11,discrete_step,none,RK45,5,0.025,0.101725339178651,0.300695263000307,0.194322018999628,0.00508989982035292,0.00412349663175131
41,11,discrete_step,none,BDF,5,0.1,0.406901356714602,0.279375663999417,0.192757353999696,0.00421590474190942,0.00226754583612085
41,11,discrete_step,none,BDF,5,0.05,0.203450678357301,0.43235279199962,0.192757353999696,0.00349838166827902,0.00239129460603542
41,11,discrete_step,none,BDF,5,0.025,0.101725339178651,0.715189057000316,0.192757353999696,0.00521402213607069,0.00408787255752734
42,14,discrete_step,none,RK45,5,0.1,0.401490275023985,0.366703453999435,0.276116200000615,0.00901686277072421,0.00489356588905191
42,14,discrete_step,none,RK45,5,0.05,0.200745137511993,0.412136202000511,0.276116200000615,0.00668972980640305,0.00366753959038148
42,14,discrete_step,none,RK45,5,0.025,0.100372568755996,0.4400321359999,0.276116200000615,0.00835258593753002,0.00530369153599029
42,14,discrete_step,none,BDF,5,0.1,0.401490275023985,0.457027655000275,0.385730893999607,0.00906873461871587,0.00495270279498786
42,14,discrete_step,none,BDF,5,0.05,0.200745137511993,0.682191232999685,0.385730893999607,0.00690159132518421,0.00374564396671049
42,14,discrete_step,none,BDF,5,0.025,0.100372568755996,1.21553293899979,0.385730893999607,0.00856667779421178,0.00533387189437262
43,13,discrete_step,none,RK45,5,0.1,0.384812700159451,0.350405805000264,0.25754430500001,0.00953949038160559,0.00425835241108528
43,13,discrete_step,none,RK45,5,0.05,0.192406350079726,0.375295629999528,0.25754430500001,0.00546552290747173,0.00216237910519005
43,13,discrete_step,none,RK45,5,0.025,0.0962031750398628,0.501277393999771,0.25754430500001,0.00711249427177309,0.00360296815526336
43,13,discrete_step,none,BDF,5,0.1,0.384812700159451,0.423371806000432,0.228252781999799,0.00958968682655384,0.00425906446276317
43,13,discrete_step,none,BDF,5,0.05,0.192406350079726,0.643723529999988,0.228252781999799,0.0056721590693046,0.00215607411226136
43,13,discrete_step,none,BDF,5,0.025,0.0962031750398628,1.12384236599974,0.228252781999799,0.00733538594221382,0.00359986513284776
44,14,discrete_step,none,RK45,5,0.1,0.379417155395511,0.378706808000061,0.311259688999598,0.00917939490818719,0.00491062412594115
44,14,discrete_step,none,RK45,5,0.05,0.189708577697756,0.428235710000081,0.311259688999598,0.00742446885322946,0.00459895254903847
44,14,discrete_step,none,RK45,5,0.025,0.0948542888488779,0.477160868999817,0.311259688999598,0.0109715544404722,0.00631059015642625
44,14,discrete_step,none,BDF,5,0.1,0.379417155395511,0.449157412000204,0.267902552999658,0.00922162221992059,0.00491764809942678
44,14,discrete_step,none,BDF,5,0.05,0.189708577697756,0.726462732999607,0.267902552999658,0.00767541034579158,0.00465354036009051
44,14,discrete_step,none,BDF,5,0.025,0.0948542888488779,1.19883049100008,0.267902552999658,0.0112033971250002,0.00636445962839121
45,11,discrete_step,none,RK45,5,0.1,0.428489415960721,0.264350049999848,0.199391567999555,0.0115337062253293,0.00546098965334506
45,11,discrete_step,none,RK45,5,0.05,0.21424470798036,0.281905808999909,0.199391567999555,0.00741554186760266,0.00462011757695666
45,11,discrete_step,none,RK45,5,0.025,0.10712235399018,0.316757650999534,0.199391567999555,0.00929251639135133,0.0080242821983072
45,11,discrete_step,none,BDF,5,0.1,0.428489415960721,0.311779632999787,0.145928637999532,0.0115444357002229,0.00547489310056285
45,11,discrete_step,none,BDF,5,0.05,0.21424470798036,0.444184315000712,0.145928637999532,0.0075094356524162,0.00465736409342382
45,11,discrete_step,none,BDF,5,0.025,0.10712235399018,0.778385825000441,0.145928637999532,0.00942396521180693,0.00810302116803791
46,12,discrete_step,none,RK45,5,0.1,0.42372864796093,0.289303925999775,0.195500178999282,0.00660598332584228,0.00477850264428138
46,12,discrete_step,none,RK45,5,0.05,0.211864323980465,0.323307535999447,0.195500178999282,0.00456584298028195,0.00314303967527021
46,12,discrete_step,none,RK45,5,0.025,0.105932161990232,0.365636452999752,0.195500178999282,0.0059004193099719,0.00326532809004391
46,12,discrete_step,none,BDF,5,0.1,0.42372864796093,0.592129986000145,0.0990088809994631,0.00672181008975327,0.00484318849820859
46,12,discrete_step,none,BDF,5,0.05,0.211864323980465,1.00436230700052,0.0990088809994631,0.00460570403432897,0.00317128039723979
46,12,discrete_step,none,BDF,5,0.025,0.105932161990232,1.85608879699976,0.0990088809994631,0.00611091918811122,0.0033840013465227
47,13,discrete_step,none,RK45,5,0.1,0.397288688021471,0.364531329999409,0.276365757999883,0.0166446414756111,0.00642538250498243
47,13,discrete_step,none,RK45,5,0.05,0.198644344010735,0.408408981000321,0.276365757999883,0.0105430165811316,0.00554612403350567
47,13,discrete_step,none,RK45,5,0.025,0.0993221720053677,0.421599151000009,0.276365757999883,0.0108287903250048,0.00879443229521819
47,13,discrete_step,none,BDF,5,0.1,0.397288688021471,0.385535527000684,0.206379014000049,0.0166940876235094,0.00646158862339452
47,13,discrete_step,none,BDF,5,0.05,0.198644344010735,0.652829788999952,0.206379014000049,0.0107847987296262,0.00560280431928709
47,13,discrete_step,none,BDF,5,0.025,0.0993221720053677,1.27314147600009,0.206379014000049,0.0110545522932172,0.00885054454947108
48,12,discrete_step,none,RK45,5,0.1,0.383357788987209,0.303587327000059,0.312558283999351,0.0094572773415357,0.00562835113508756
48,12,discrete_step,none,RK45,5,0.05,0.191678894493604,0.319187267999951,0.312558283999351,0.0066313176513293,0.00328446210549793
48,12,discrete_step,none,RK45,5,0.025,0.0958394472468023,0.360284854999918,0.312558283999351,0.00944788602413784,0.00555252149044924
48,12,discrete_step,none,BDF,5,0.1,0.383357788987209,3.4242086410004,2.17029533200002,0.00953211694856749,0.00573357586292958
48,12,discrete_step,none,BDF,5,0.05,0.191678894493604,3.80683485200007,2.17029533200002,0.00676088034240242,0.00340816646313965
48,12,discrete_step,none,BDF,5,0.025,0.0958394472468023,9.23593345600057,2.17029533200002,0.00956749633045893,0.00554772868190162
49,13,discrete_step,none,RK45,5,0.1,0.421654086627816,0.354144646999885,0.270682958999714,0.0162555175057076,0.00901598763447523
49,13,discrete_step,none,RK45,5,0.05,0.210827043313908,0.382887700000538,0.270682958999714,0.00881233589263533,0.00451068606091704
49,13,discrete_step,none,RK45,5,0.025,0.105413521656954,0.44983319000039,0.270682958999714,0.0100412112541787,0.00541341899097613
49,13,discrete_step,none,BDF,5,0.1,0.421654086627816,2.15616184300052,2.74178268899959,0.0162754232751629,0.0090172728151013
49,13,discrete_step,none,BDF,5,0.05,0.210827043313908,3.98918383399996,2.74178268899959,0.0090243832455814,0.00460975296976631
49,13,discrete_step,none,BDF,5,0.025,0.105413521656954,8.13207616600084,2.74178268899959,0.0101972518457243,0.00545826175903399
