n_players,price,base_price,Q,Qs_per_player,eq_tput
6,"[1.0079619547623806, 1.0717763235016615, 1.0647759610673713, 1.0290743923782943, 1.0255115045408765, 1.0061199335019395]",0.971036555482131,6,"[1, 1, 1, 1, 1, 1]",5.733098022566528
6,"[0.8240019151178175, 0.9411205621709527, 0.8574845830892991, 0.8049785356527955, 0.8975067546882999, 0.9118345020952647]",0.8713798769554001,40,"[14, 1, 2, 21, 1, 1]",34.42359768094676
6,"[0.6088479668187882, 0.6899739840139906, 0.690502387685664, 0.6653424694157689, 0.7274823559248373, 0.6069327863705664]",0.6402970315869374,94,"[32, 7, 7, 14, 1, 33]",66.45789309314367
6,"[0.5850981408209033, 0.7307807765292651, 0.5931133797763891, 0.53870229880874, 0.8015453040734547, 0.5239633559999749]",0.6478829026101923,108,"[21, 1, 17, 32, 1, 36]",70.99486358805896
6,"[0.7685327126866361, 0.719862397916297, 0.7381146489841096, 0.8683191678048168, 0.9071386591304591, 0.9767758553923146]",0.8212376163160977,64,"[11, 29, 21, 1, 1, 1]",50.89616964084457
6,"[1.0022716822449484, 0.9834748896910764, 0.893969156557512, 0.7712939358387348, 0.8471476003154546, 1.0233942526818327]",0.9299093266373378,41,"[1, 1, 1, 33, 4, 1]",35.172486352766406
6,"[0.8361861849569502, 0.8887285051695897, 1.042287142724628, 0.7608152672805432, 0.973059907950686, 1.1028795965178646]",0.8734036144082478,44,"[6, 1, 1, 34, 1, 1]",37.386962415213596
6,"[0.6575220946385479, 0.6616160793828999, 0.6919412510531194, 0.7733150653894567, 0.5975920223792427, 0.7673670664552101]",0.7697662163194561,90,"[21, 19, 9, 1, 39, 1]",64.78661804945106
6,"[0.8224189190062682, 0.8849309567611585, 0.9549426187746092, 0.8916379882501243, 0.8555498009088002, 0.8850994456210963]",0.919473432563543,34,"[21, 1, 1, 1, 9, 1]",29.817656214340417
6,"[1.1321043280573846, 0.8809568872465742, 1.0001469797914129, 0.7553986195632327, 0.9924144774020075, 0.896168363896826]",0.9322612798825987,42,"[1, 1, 1, 37, 1, 1]",35.91601198259593
6,"[0.7503139910346885, 0.6754371100641539, 0.7918170071537405, 0.5864132117193225, 0.66637703907081, 0.4815828431693634]",0.6387669035859528,100,"[1, 4, 1, 29, 6, 59]",68.66820149058373
6,"[0.6862744664201921, 0.5261620989587179, 0.5993481370045546, 0.6640584907035311, 0.7732560528453994, 0.7164487889447594]",0.7048591992314102,97,"[4, 51, 30, 10, 1, 1]",67.60978195821914
6,"[0.4612809710404514, 0.537830083161221, 0.6119881574810662, 0.4301582807373568, 0.5800848858521171, 0.3978004251809405]",0.4787084391367405,127,"[30, 12, 1, 38, 1, 45]",73.64395957901691
6,"[0.9680286360651741, 1.0124701805014853, 0.9891773975689807, 0.860319191662783, 1.0975963530461814, 0.8672827465756338]",0.985460662417902,28,"[1, 1, 1, 13, 1, 11]",25.01820532321592
6,"[0.8564601567168266, 0.8704587524052004, 0.9492626923489675, 1.0011075978995498, 1.028813705129618, 0.9886192150750033]",0.9898103848792861,28,"[15, 9, 1, 1, 1, 1]",25.01820532321592
6,"[1.0087749284902883, 1.178761962269015, 0.9940504985501204, 1.1810417744285404, 1.0912701634288544, 0.895512157915812]",0.9919742167713648,17,"[1, 1, 1, 1, 1, 12]",15.711266760811265
6,"[0.8283223130456774, 0.7518522695181926, 0.761373000978335, 0.737681401726688, 0.6721328254471977, 0.8134105297138539]",0.6988723446417272,71,"[1, 10, 7, 14, 38, 1]",55.08445106052047
6,"[0.896052241416998, 0.8460714201689776, 0.6791414955361167, 0.7238125247335457, 0.7486565759715863, 0.8026333451435389]",0.7984146426846461,70,"[1, 1, 36, 20, 11, 1]",54.50445075744514
6,"[0.9129399090010711, 0.8162625512103371, 1.1264167056544971, 1.0265105408860828, 1.0007314198402621, 1.0714441397335344]",0.9758713733112774,31,"[1, 26, 1, 1, 1, 1]",27.44218794522616
6,"[0.7789934855545623, 0.6418136708286386, 0.8279083738549586, 0.8272314058862453, 0.8411361024344172, 0.80617188351603]",0.8401124014960644,65,"[6, 55, 1, 1, 1, 1]",51.51250494893721
6,"[0.44480945331061517, 0.47430150519240355, 0.5301521408988982, 0.651020726230382, 0.5498788059699896, 0.4896200959959615]",0.5263756317749642,123,"[38, 30, 16, 1, 12, 26]",73.37068099282894
6,"[0.6411129752343422, 0.7555517303157099, 0.7287566006066375, 0.8362802242525906, 0.825968852583657, 0.6106110596026989]",0.6857365587388293,84,"[34, 1, 4, 1, 1, 43]",62.016065293494975
6,"[0.7064276851694772, 0.817630376776879, 0.636358576056923, 0.917789677628948, 0.6669325208916872, 0.9025609392101027]",0.7809677862974094,82,"[14, 1, 38, 1, 27, 1]",61.02813222480192
6,"[0.8782791329851934, 0.8846463586496185, 0.8128817213438222, 0.7016093006781182, 0.9117122713922303, 0.8053835394987027]",0.8589742811646981,56,"[1, 1, 3, 44, 1, 6]",45.758392286413226
6,"[0.7665081628727131, 0.6917090325941032, 0.8593877664418191, 1.070855836929082, 0.9619611290739712, 0.5374561661224454]",0.9270265683501268,85,"[1, 15, 1, 1, 1, 66]",62.49837717014767
6,"[1.183443528778113, 0.9290956960580441, 0.8207610886338137, 1.0084478812281834, 1.0595523451588214, 1.0632496027246146]",0.9998766055780773,30,"[1, 1, 25, 1, 1, 1]",26.63959352173462
6,"[0.9619319467274138, 0.8267815028220589, 0.7730778836676683, 0.7105857251299067, 0.6392584642593834, 0.758766957039124]",0.77266991289722,74,"[1, 1, 1, 21, 46, 4]",56.78633473644782
6,"[0.5882446782390537, 0.7932928425846708, 0.8195344615406369, 0.5170743348402784, 0.41170968258918683, 0.6930145633040417]",0.627321724696914,111,"[15, 1, 1, 33, 60, 1]",71.6720793012705
6,"[0.648564487436055, 0.8678506612380462, 0.692883335645549, 0.7941228117882186, 0.8738546082331212, 0.7303356021135328]",0.7689058907372731,77,"[40, 1, 24, 1, 1, 10]",58.42916241823073
6,"[0.9352369646019333, 1.1124945002788824, 0.9855909331778019, 0.7217432641881872, 1.0275629564125721, 1.0686703647900089]",0.9573542379230952,49,"[1, 1, 1, 44, 1, 1]",40.970151474173235
6,"[0.3680004721717314, 0.4373757196225109, 0.4465031400874745, 0.3889681583413859, 0.4543688294445225, 0.508658248668845]",0.464370163527506,143,"[43, 23, 20, 36, 18, 3]",74.03570572806146
6,"[0.8028773549148971, 0.8188389122762244, 0.8346104690384567, 0.7394574780786237, 0.7868072896875486, 0.8301876440885859]",0.7800933567338643,55,"[8, 2, 1, 30, 13, 1]",45.09084089691889
6,"[0.6908742613950173, 0.5836229854524327, 0.7866644712641999, 0.664841946576779, 0.5019595683692998, 0.5316630211843416]",0.6002987969120729,106,"[1, 23, 1, 1, 44, 36]",70.48350640904108
6,"[0.7780266038766323, 0.33242464086549645, 0.9350479542938411, 0.845142399603975, 0.6458725661385397, 0.9011987109300303]",0.761059975089819,105,"[1, 94, 1, 1, 7, 1]",70.20997147875296
6,"[0.6902120287652883, 0.8284422380450213, 0.8676231348587937, 0.7554646937430268, 0.6837455330958225, 0.7621801979091852]",0.7018097859444752,73,"[30, 1, 1, 7, 31, 3]",56.225477184027184
6,"[1.0427830460793033, 1.1526795066423237, 0.8111690103504909, 0.7868048662166001, 0.9750116200987435, 0.9800019254924807]",0.9390610700006707,44,"[1, 1, 16, 24, 1, 1]",37.386962415213596
6,"[0.4967801975338043, 0.565074869808617, 0.5793788680423592, 0.5736179634465629, 0.7263542669511609, 0.5072690906599546]",0.5898593590206217,114,"[34, 18, 14, 15, 1, 32]",72.24254997621414
6,"[1.011856577721516, 0.8996414256670605, 0.9707953185385922, 0.958801010332657, 0.9720454829820097, 1.0069150646086051]",0.9570131363703539,16,"[1, 11, 1, 1, 1, 1]",14.832185289500728
6,"[0.7778156594199167, 0.8724879481627058, 0.925103015624723, 1.0991417801492318, 1.040657147779089, 0.8628723570877337]",0.9127615185575962,39,"[33, 1, 1, 1, 1, 2]",33.66934749752457
6,"[0.6637796722561788, 0.5107161857279482, 0.543607787339035, 0.5397345147734046, 0.588751389657727, 0.5161191218460833]",0.5721671311075027,115,"[1, 30, 22, 23, 11, 28]",72.40959873426823
6,"[0.7236366002862931, 0.8128652095998523, 1.0112823145688896, 0.8778563985740838, 0.6684388224909457, 0.818579915691263]",0.7837504066617856,68,"[22, 1, 1, 1, 42, 1]",53.32585891343065
6,"[0.6309244756152508, 0.6698999314318209, 0.8286533596496507, 0.6316568453941254, 0.6079020398580778, 0.6604891974662268]",0.684610679988113,96,"[23, 11, 1, 21, 28, 12]",67.23592070300712
6,"[0.7686913934428942, 0.7414287132700551, 0.8540920459350939, 0.8456477981155294, 0.8231193071075564, 0.8867902772428724]",0.8013633694308129,54,"[20, 30, 1, 1, 1, 1]",44.41775992713221
6,"[0.6913040899684226, 0.9133006130565229, 0.8558235880048682, 0.7880627224632488, 0.7830341360590869, 0.8680742249192865]",0.8334261354045506,61,"[43, 1, 1, 7, 8, 1]",49.012232590842586
